"date","geoid","county","state","cases","cases_avg","cases_avg_per_100k","deaths","deaths_avg","deaths_avg_per_100k"
2020-10-15,"USA-27079","Le Sueur","Minnesota",4,5.43,18.79,0,0,0
2020-10-15,"USA-27077","Lake of the Woods","Minnesota",0,1.86,49.66,0,0,0
2020-10-15,"USA-27075","Lake","Minnesota",2,1.86,17.45,0,0,0
2020-10-15,"USA-27073","Lac qui Parle","Minnesota",3,3.14,47.45,0,0,0
2020-10-15,"USA-27071","Koochiching","Minnesota",2,2,16.35,0,0,0
2020-10-15,"USA-27069","Kittson","Minnesota",1,0.5,11.63,0,0,0
2020-10-15,"USA-27067","Kandiyohi","Minnesota",10,25.43,58.86,0,0.14,0.33
2020-10-15,"USA-27065","Kanabec","Minnesota",4,2.38,14.54,1,0.14,0.87
2020-10-15,"USA-27063","Jackson","Minnesota",3,2.29,23.21,0,0,0
2020-10-15,"USA-27061","Itasca","Minnesota",20,17.29,38.3,0,0,0
2020-10-15,"USA-27059","Isanti","Minnesota",6,11,27.1,0,0.29,0.7
2020-10-15,"USA-27057","Hubbard","Minnesota",12,8.43,39.22,1,0.14,0.66
2020-10-15,"USA-27055","Houston","Minnesota",1,2,10.75,0,0.14,0.77
2020-10-15,"USA-27053","Hennepin","Minnesota",238,251,19.83,3,2.14,0.17
2020-10-15,"USA-27051","Grant","Minnesota",0,1.5,25.12,0,0,0
2020-10-15,"USA-27049","Goodhue","Minnesota",0,4.86,10.48,0,0.29,0.62
2020-10-15,"USA-27047","Freeborn","Minnesota",0,3.86,12.74,0,0,0
2020-10-15,"USA-27045","Fillmore","Minnesota",0,4.86,23.06,0,0,0
2020-10-15,"USA-27043","Faribault","Minnesota",4,3.29,24.07,0,0,0
2020-10-15,"USA-27041","Douglas","Minnesota",4,9,23.6,0,0,0
2020-10-15,"USA-27039","Dodge","Minnesota",-1,6.43,30.71,0,0,0
2020-10-15,"USA-27037","Dakota","Minnesota",72,87.71,20.45,0,0.3,0.07
2020-10-15,"USA-27035","Crow Wing","Minnesota",9,10.57,16.25,0,0.43,0.66
2020-10-15,"USA-27033","Cottonwood","Minnesota",2,1.71,15.31,0,0,0
2020-10-15,"USA-27031","Cook","Minnesota",0,0.43,7.84,0,0,0
2020-10-15,"USA-27029","Clearwater","Minnesota",2,2.86,32.4,0,0,0
2020-10-15,"USA-27027","Clay","Minnesota",38,30.71,47.83,0,0.14,0.22
2020-10-15,"USA-27025","Chisago","Minnesota",20,19,33.58,0,0,0
2020-10-15,"USA-27023","Chippewa","Minnesota",4,7.14,60.53,0,0,0
2020-10-15,"USA-27021","Cass","Minnesota",7,5.14,17.27,0,0,0
2020-10-15,"USA-27019","Carver","Minnesota",3,11.29,10.74,0,0,0
2020-10-15,"USA-27017","Carlton","Minnesota",9,5.43,15.13,0,0,0
2020-10-15,"USA-27015","Brown","Minnesota",5,5.29,21.14,0,0.14,0.57
2020-10-15,"USA-27013","Blue Earth","Minnesota",4,6.29,9.29,0,0,0
2020-10-15,"USA-27011","Big Stone","Minnesota",1,2.57,51.52,0,0,0
2020-10-15,"USA-27009","Benton","Minnesota",15,14.29,34.94,0,0,0
2020-10-15,"USA-27007","Beltrami","Minnesota",23,16,33.91,0,0.14,0.3
2020-10-15,"USA-27005","Becker","Minnesota",9,12.14,35.28,0,0,0
2020-10-15,"USA-27003","Anoka","Minnesota",66,93.71,26.26,3,0.71,0.2
2020-10-15,"USA-27001","Aitkin","Minnesota",4,3.13,19.67,0,0,0
2020-10-16,"USA-27999","Unknown","Minnesota",30,17.14,0,-7,0.88,0
2020-10-16,"USA-27173","Yellow Medicine","Minnesota",4,4,41.2,1,0.22,2.29
2020-10-16,"USA-27171","Wright","Minnesota",27,31.43,22.71,1,0.43,0.31
2020-10-16,"USA-27169","Winona","Minnesota",40,12.14,24.05,0,0,0
2020-10-16,"USA-27167","Wilkin","Minnesota",2,2.71,43.73,0,0.14,2.3
2020-10-16,"USA-27165","Watonwan","Minnesota",4,1,9.18,0,0,0
2020-10-16,"USA-27163","Washington","Minnesota",83,82,31.25,0,0.75,0.29
2020-10-16,"USA-27161","Waseca","Minnesota",8,7,37.61,0,0,0
2020-10-16,"USA-27159","Wadena","Minnesota",17,8.43,61.6,0,0,0
2020-10-16,"USA-27157","Wabasha","Minnesota",18,6,27.74,0,0,0
2020-10-16,"USA-27155","Traverse","Minnesota",0,1,30.68,0,0,0
2020-10-16,"USA-27153","Todd","Minnesota",31,12.57,50.97,0,0,0
2020-10-16,"USA-27151","Swift","Minnesota",1,2.29,24.67,0,0,0
2020-10-16,"USA-27149","Stevens","Minnesota",2,2.14,21.85,0,0,0
2020-10-16,"USA-27147","Steele","Minnesota",22,10.43,28.46,0,0,0
2020-10-16,"USA-27145","Stearns","Minnesota",206,74.86,46.47,0,0.89,0.55
2020-10-16,"USA-27137","St. Louis","Minnesota",97,53.86,27.05,5,1.14,0.57
2020-10-16,"USA-27143","Sibley","Minnesota",5,2.14,14.42,0,0,0
2020-10-16,"USA-27141","Sherburne","Minnesota",39,22,22.62,0,0.71,0.73
2020-10-16,"USA-27139","Scott","Minnesota",41,29.14,19.56,0,0,0
2020-10-16,"USA-27135","Roseau","Minnesota",11,3,19.78,0,0,0
2020-10-16,"USA-27133","Rock","Minnesota",5,10,107.35,0,0,0
2020-10-16,"USA-27131","Rice","Minnesota",14,9.71,14.5,0,0,0
2020-10-16,"USA-27129","Renville","Minnesota",0,3.57,24.55,1,0.22,1.53
2020-10-16,"USA-27127","Redwood","Minnesota",8,2.71,17.89,1,0.29,1.88
2020-10-16,"USA-27125","Red Lake","Minnesota",3,0.75,18.5,0,0.14,3.52
2020-10-16,"USA-27123","Ramsey","Minnesota",136,127.86,23.23,3,1.14,0.21
2020-10-16,"USA-27121","Pope","Minnesota",5,2.71,24.13,0,0,0
2020-10-16,"USA-27119","Polk","Minnesota",8,10.43,33.25,0,0,0
2020-10-16,"USA-27117","Pipestone","Minnesota",3,4.14,45.4,0,0.18,1.99
2020-10-16,"USA-27115","Pine","Minnesota",9,5.86,19.8,0,0,0
2020-10-16,"USA-27113","Pennington","Minnesota",2,1.63,11.51,0,0,0
2020-10-16,"USA-27111","Otter Tail","Minnesota",27,15.29,26.02,0,0,0
2020-10-16,"USA-27109","Olmsted","Minnesota",67,29,18.32,0,0.14,0.09
2020-10-16,"USA-27107","Norman","Minnesota",2,1.14,17.93,0,0,0
2020-10-16,"USA-27105","Nobles","Minnesota",8,8.43,38.97,0,0,0
2020-10-16,"USA-27103","Nicollet","Minnesota",13,4.57,13.34,0,0,0
2020-10-16,"USA-27101","Murray","Minnesota",6,4.14,50.56,0,0,0
2020-10-16,"USA-27099","Mower","Minnesota",19,10.29,25.67,4,0.57,1.43
2020-10-16,"USA-27097","Morrison","Minnesota",58,19.86,59.48,1,0.25,0.75
2020-10-16,"USA-27095","Mille Lacs","Minnesota",30,15.57,59.26,0,0.5,1.9
2020-10-16,"USA-27093","Meeker","Minnesota",15,5.57,23.99,0,0.14,0.62
2020-10-16,"USA-27085","McLeod","Minnesota",5,4,11.14,0,0,0
2020-10-16,"USA-27091","Martin","Minnesota",9,4.57,23.23,0,0.36,1.85
2020-10-16,"USA-27089","Marshall","Minnesota",2,1.86,19.89,0,0,0
2020-10-16,"USA-27087","Mahnomen","Minnesota",6,3.29,59.45,0,0,0
2020-10-16,"USA-27083","Lyon","Minnesota",9,11.43,44.86,1,0.15,0.6
2020-10-16,"USA-27081","Lincoln","Minnesota",5,2.29,40.53,0,0,0
2020-10-16,"USA-27079","Le Sueur","Minnesota",21,7.86,27.2,0,0,0
2020-10-16,"USA-27077","Lake of the Woods","Minnesota",0,1.86,49.66,0,0,0
2020-10-16,"USA-27075","Lake","Minnesota",2,1.86,17.45,0,0,0
2020-10-16,"USA-27073","Lac qui Parle","Minnesota",3,3.29,49.61,0,0,0
2020-10-16,"USA-27071","Koochiching","Minnesota",7,2.29,18.69,0,0,0
2020-10-16,"USA-27069","Kittson","Minnesota",4,0.89,20.68,0,0,0
2020-10-16,"USA-27067","Kandiyohi","Minnesota",76,31,71.76,0,0.14,0.33
2020-10-16,"USA-27065","Kanabec","Minnesota",8,3.57,21.86,0,0.14,0.87
2020-10-16,"USA-27063","Jackson","Minnesota",2,2.29,23.21,0,0,0
2020-10-16,"USA-27061","Itasca","Minnesota",21,16.57,36.72,1,0.14,0.32
2020-10-16,"USA-27059","Isanti","Minnesota",9,10.86,26.74,0,0.29,0.7
2020-10-16,"USA-27057","Hubbard","Minnesota",21,10.29,47.86,0,0.14,0.66
2020-10-16,"USA-27055","Houston","Minnesota",5,2.71,14.59,0,0.14,0.77
2020-10-16,"USA-27053","Hennepin","Minnesota",311,258.71,20.44,0,2.14,0.17
2020-10-16,"USA-27051","Grant","Minnesota",3,1.75,29.3,0,0,0
2020-10-16,"USA-27049","Goodhue","Minnesota",15,5,10.79,0,0.29,0.62
2020-10-16,"USA-27047","Freeborn","Minnesota",21,4.71,15.57,0,0,0
2020-10-16,"USA-27045","Fillmore","Minnesota",12,4.43,21.02,0,0,0
2020-10-16,"USA-27043","Faribault","Minnesota",5,3.71,27.2,0,0,0
2020-10-16,"USA-27041","Douglas","Minnesota",24,9.57,25.09,0,0,0
2020-10-16,"USA-27039","Dodge","Minnesota",9,6.43,30.71,0,0,0
2020-10-16,"USA-27037","Dakota","Minnesota",116,90.71,21.14,0,0.3,0.07
2020-10-16,"USA-27035","Crow Wing","Minnesota",44,15.57,23.94,0,0.43,0.66
2020-10-16,"USA-27033","Cottonwood","Minnesota",0,1.71,15.31,0,0,0
2020-10-16,"USA-27031","Cook","Minnesota",0,0.43,7.84,0,0,0
2020-10-16,"USA-27029","Clearwater","Minnesota",5,3,34.02,0,0,0
2020-10-16,"USA-27027","Clay","Minnesota",57,35.86,55.83,0,0.14,0.22
2020-10-16,"USA-27025","Chisago","Minnesota",24,20.29,35.85,0,0,0
2020-10-16,"USA-27023","Chippewa","Minnesota",23,9.86,83.54,0,0,0
2020-10-16,"USA-27021","Cass","Minnesota",15,6,20.15,0,0,0
2020-10-16,"USA-27019","Carver","Minnesota",22,13.29,12.64,0,0,0
2020-10-16,"USA-27017","Carlton","Minnesota",4,5.29,14.74,0,0,0
2020-10-16,"USA-27015","Brown","Minnesota",9,5.86,23.42,0,0.14,0.57
2020-10-16,"USA-27013","Blue Earth","Minnesota",43,11.14,16.47,0,0,0
2020-10-16,"USA-27011","Big Stone","Minnesota",3,2.57,51.52,0,0,0
2020-10-16,"USA-27009","Benton","Minnesota",35,17.57,42.97,0,0,0
2020-10-16,"USA-27007","Beltrami","Minnesota",8,14.57,30.88,1,0.18,0.39
2020-10-16,"USA-27005","Becker","Minnesota",33,14.43,41.92,0,0,0
2020-10-16,"USA-27003","Anoka","Minnesota",101,93.43,26.18,0,0.71,0.2
2020-10-16,"USA-27001","Aitkin","Minnesota",7,4.14,26.08,0,0,0
2020-10-17,"USA-27999","Unknown","Minnesota",-23,17.14,0,0,0.88,0
2020-10-17,"USA-27173","Yellow Medicine","Minnesota",3,3.57,36.78,0,0.22,2.29
2020-10-17,"USA-27171","Wright","Minnesota",39,31.86,23.02,0,0.43,0.31
2020-10-17,"USA-27169","Winona","Minnesota",21,13.43,26.6,0,0,0
2020-10-17,"USA-27167","Wilkin","Minnesota",5,2.71,43.73,0,0.14,2.3
2020-10-17,"USA-27165","Watonwan","Minnesota",1,1,9.18,0,0,0
2020-10-17,"USA-27163","Washington","Minnesota",74,81.29,30.97,0,0.75,0.29
2020-10-17,"USA-27161","Waseca","Minnesota",11,7.43,39.91,0,0,0
2020-10-17,"USA-27159","Wadena","Minnesota",1,8.29,60.56,0,0,0
2020-10-17,"USA-27157","Wabasha","Minnesota",7,6.57,30.39,0,0,0
2020-10-17,"USA-27155","Traverse","Minnesota",1,0.63,19.18,0,0,0
2020-10-17,"USA-27153","Todd","Minnesota",9,12.71,51.55,0,0,0
2020-10-17,"USA-27151","Swift","Minnesota",5,2.57,27.75,0,0,0
2020-10-17,"USA-27149","Stevens","Minnesota",4,2.14,21.85,0,0,0
2020-10-17,"USA-27147","Steele","Minnesota",20,11,30.01,0,0,0
2020-10-17,"USA-27145","Stearns","Minnesota",67,75.29,46.74,0,0.89,0.55
2020-10-17,"USA-27137","St. Louis","Minnesota",41,54.57,27.41,1,1,0.5
2020-10-17,"USA-27143","Sibley","Minnesota",2,1.86,12.49,0,0,0
2020-10-17,"USA-27141","Sherburne","Minnesota",31,24,24.68,0,0.71,0.73
2020-10-17,"USA-27139","Scott","Minnesota",55,31.86,21.38,0,0,0
2020-10-17,"USA-27135","Roseau","Minnesota",7,3.57,23.55,0,0,0
2020-10-17,"USA-27133","Rock","Minnesota",1,9,96.62,0,0,0
2020-10-17,"USA-27131","Rice","Minnesota",33,12.43,18.56,0,0,0
2020-10-17,"USA-27129","Renville","Minnesota",8,3,20.62,0,0.22,1.53
2020-10-17,"USA-27127","Redwood","Minnesota",5,3,19.78,0,0.29,1.88
2020-10-17,"USA-27125","Red Lake","Minnesota",3,1.14,28.18,0,0.14,3.52
2020-10-17,"USA-27123","Ramsey","Minnesota",141,127.57,23.18,0,1.14,0.21
2020-10-17,"USA-27121","Pope","Minnesota",1,2,17.78,0,0,0
2020-10-17,"USA-27119","Polk","Minnesota",25,12.57,40.08,0,0,0
2020-10-17,"USA-27117","Pipestone","Minnesota",3,3.71,40.7,0,0.18,1.99
2020-10-17,"USA-27115","Pine","Minnesota",7,5.57,18.84,0,0,0
2020-10-17,"USA-27113","Pennington","Minnesota",4,2.14,15.18,0,0,0
2020-10-17,"USA-27111","Otter Tail","Minnesota",26,17.43,29.67,0,0,0
2020-10-17,"USA-27109","Olmsted","Minnesota",46,29.71,18.77,0,0.14,0.09
2020-10-17,"USA-27107","Norman","Minnesota",0,1.14,17.93,0,0,0
2020-10-17,"USA-27105","Nobles","Minnesota",13,9.71,44.91,0,0,0
2020-10-17,"USA-27103","Nicollet","Minnesota",12,5.43,15.84,0,0,0
2020-10-17,"USA-27101","Murray","Minnesota",7,4.57,55.79,0,0,0
2020-10-17,"USA-27099","Mower","Minnesota",11,9,22.47,0,0.57,1.43
2020-10-17,"USA-27097","Morrison","Minnesota",26,22.14,66.32,1,0.33,1
2020-10-17,"USA-27095","Mille Lacs","Minnesota",13,14.57,55.45,0,0.5,1.9
2020-10-17,"USA-27093","Meeker","Minnesota",6,5.29,22.76,0,0.14,0.62
2020-10-17,"USA-27085","McLeod","Minnesota",2,4.14,11.54,0,0,0
2020-10-17,"USA-27091","Martin","Minnesota",12,5.14,26.13,0,0.36,1.85
2020-10-17,"USA-27089","Marshall","Minnesota",6,2,21.42,0,0,0
2020-10-17,"USA-27087","Mahnomen","Minnesota",3,3.57,64.62,0,0,0
2020-10-17,"USA-27083","Lyon","Minnesota",13,11.86,46.55,0,0.15,0.6
2020-10-17,"USA-27081","Lincoln","Minnesota",5,2.43,43.07,0,0,0
2020-10-17,"USA-27079","Le Sueur","Minnesota",8,7.86,27.2,0,0,0
2020-10-17,"USA-27077","Lake of the Woods","Minnesota",1,0.63,16.71,0,0,0
2020-10-17,"USA-27075","Lake","Minnesota",4,2.29,21.48,0,0,0
2020-10-17,"USA-27073","Lac qui Parle","Minnesota",3,3,45.3,0,0,0
2020-10-17,"USA-27071","Koochiching","Minnesota",3,2.29,18.69,0,0,0
2020-10-17,"USA-27069","Kittson","Minnesota",2,1.14,26.59,0,0,0
2020-10-17,"USA-27067","Kandiyohi","Minnesota",26,30.29,70.11,0,0.14,0.33
2020-10-17,"USA-27065","Kanabec","Minnesota",2,3.43,20.99,0,0.14,0.87
2020-10-17,"USA-27063","Jackson","Minnesota",3,2.57,26.12,0,0,0
2020-10-17,"USA-27061","Itasca","Minnesota",18,16.43,36.4,0,0.14,0.32
2020-10-17,"USA-27059","Isanti","Minnesota",14,11.86,29.21,0,0.29,0.7
2020-10-17,"USA-27057","Hubbard","Minnesota",22,12.29,57.17,0,0.14,0.66
2020-10-17,"USA-27055","Houston","Minnesota",3,2.43,13.06,0,0.14,0.77
2020-10-17,"USA-27053","Hennepin","Minnesota",277,260,20.54,0,2.14,0.17
2020-10-17,"USA-27051","Grant","Minnesota",0,1.75,29.3,0,0,0
2020-10-17,"USA-27049","Goodhue","Minnesota",14,5.57,12.02,0,0,0
2020-10-17,"USA-27047","Freeborn","Minnesota",7,5,16.51,0,0,0
2020-10-17,"USA-27045","Fillmore","Minnesota",9,4.43,21.02,0,0,0
2020-10-17,"USA-27043","Faribault","Minnesota",7,4.14,30.34,0,0,0
2020-10-17,"USA-27041","Douglas","Minnesota",13,9.86,25.84,0,0,0
2020-10-17,"USA-27039","Dodge","Minnesota",4,5,23.88,0,0,0
2020-10-17,"USA-27037","Dakota","Minnesota",100,90,20.98,0,0.3,0.07
2020-10-17,"USA-27035","Crow Wing","Minnesota",24,16.86,25.91,0,0.43,0.66
2020-10-17,"USA-27033","Cottonwood","Minnesota",6,2.29,20.42,0,0,0
2020-10-17,"USA-27031","Cook","Minnesota",1,0.44,8.14,0,0,0
2020-10-17,"USA-27029","Clearwater","Minnesota",7,3.43,38.88,0,0,0
2020-10-17,"USA-27027","Clay","Minnesota",47,37.57,58.5,0,0.14,0.22
2020-10-17,"USA-27025","Chisago","Minnesota",24,20.86,36.86,0,0,0
2020-10-17,"USA-27023","Chippewa","Minnesota",7,8.29,70.22,1,0.14,1.21
2020-10-17,"USA-27021","Cass","Minnesota",4,5.71,19.19,1,0.14,0.48
2020-10-17,"USA-27019","Carver","Minnesota",18,13.43,12.78,0,0,0
2020-10-17,"USA-27017","Carlton","Minnesota",3,5.29,14.74,0,0,0
2020-10-17,"USA-27015","Brown","Minnesota",5,4.29,17.14,0,0.14,0.57
2020-10-17,"USA-27013","Blue Earth","Minnesota",15,11.43,16.89,0,0,0
2020-10-17,"USA-27011","Big Stone","Minnesota",4,2.57,51.52,0,0,0
2020-10-17,"USA-27009","Benton","Minnesota",25,20.29,49.61,0,0,0
2020-10-17,"USA-27007","Beltrami","Minnesota",22,15.86,33.6,0,0.18,0.39
2020-10-17,"USA-27005","Becker","Minnesota",12,14.14,41.09,1,0.14,0.42
2020-10-17,"USA-27003","Anoka","Minnesota",111,92.71,25.98,0,0.71,0.2
2020-10-17,"USA-27001","Aitkin","Minnesota",6,4.71,29.68,0,0,0
2020-10-18,"USA-27999","Unknown","Minnesota",25,19,0,0,0.88,0
2020-10-18,"USA-27173","Yellow Medicine","Minnesota",2,3,30.9,0,0.22,2.29
2020-10-18,"USA-27171","Wright","Minnesota",38,30.71,22.2,1,0.44,0.32
2020-10-18,"USA-27169","Winona","Minnesota",10,13.14,26.03,0,0,0
2020-10-18,"USA-27167","Wilkin","Minnesota",7,3.14,50.63,0,0.14,2.3
2020-10-18,"USA-27165","Watonwan","Minnesota",5,1.44,13.26,0,0,0
2020-10-18,"USA-27163","Washington","Minnesota",156,93,35.44,1,0.63,0.24
2020-10-18,"USA-27161","Waseca","Minnesota",4,4.71,25.33,0,0,0
2020-10-18,"USA-27159","Wadena","Minnesota",8,8.86,64.74,0,0,0
2020-10-18,"USA-27157","Wabasha","Minnesota",10,7,32.37,0,0,0
2020-10-18,"USA-27155","Traverse","Minnesota",1,0.67,20.46,0,0,0
2020-10-18,"USA-27153","Todd","Minnesota",26,14.43,58.5,0,0,0
2020-10-18,"USA-27151","Swift","Minnesota",7,3.43,37,0,0,0
2020-10-18,"USA-27149","Stevens","Minnesota",6,2.43,24.77,0,0,0
2020-10-18,"USA-27147","Steele","Minnesota",4,9.71,26.51,0,0,0
2020-10-18,"USA-27145","Stearns","Minnesota",94,80.29,49.84,1,0.71,0.44
2020-10-18,"USA-27137","St. Louis","Minnesota",46,56.43,28.35,1,1,0.5
2020-10-18,"USA-27143","Sibley","Minnesota",1,1.86,12.49,0,0,0
2020-10-18,"USA-27141","Sherburne","Minnesota",34,25.43,26.15,1,0.56,0.57
2020-10-18,"USA-27139","Scott","Minnesota",44,33,22.15,0,0,0
2020-10-18,"USA-27135","Roseau","Minnesota",10,4.71,31.09,0,0,0
2020-10-18,"USA-27133","Rock","Minnesota",4,6.43,69.01,0,0,0
2020-10-18,"USA-27131","Rice","Minnesota",7,11.86,17.7,1,0.14,0.21
2020-10-18,"USA-27129","Renville","Minnesota",1,2.71,18.66,0,0.22,1.53
2020-10-18,"USA-27127","Redwood","Minnesota",12,4.86,32.02,0,0.29,1.88
2020-10-18,"USA-27125","Red Lake","Minnesota",1,1.13,27.74,0,0.14,3.52
2020-10-18,"USA-27123","Ramsey","Minnesota",122,126.14,22.92,5,1.38,0.25
2020-10-18,"USA-27121","Pope","Minnesota",5,2.57,22.86,0,0,0
2020-10-18,"USA-27119","Polk","Minnesota",9,12.71,40.54,0,0,0
2020-10-18,"USA-27117","Pipestone","Minnesota",1,3.29,36,0,0.18,1.99
2020-10-18,"USA-27115","Pine","Minnesota",9,6.71,22.7,0,0,0
2020-10-18,"USA-27113","Pennington","Minnesota",5,2.57,18.21,0,0,0
2020-10-18,"USA-27111","Otter Tail","Minnesota",24,20,34.04,0,0,0
2020-10-18,"USA-27109","Olmsted","Minnesota",25,30.29,19.13,0,0.14,0.09
2020-10-18,"USA-27107","Norman","Minnesota",5,1.43,22.41,0,0,0
2020-10-18,"USA-27105","Nobles","Minnesota",11,9.29,42.93,0,0,0
2020-10-18,"USA-27103","Nicollet","Minnesota",1,5.14,15.01,0,0,0
2020-10-18,"USA-27101","Murray","Minnesota",3,4.29,52.3,0,0,0
2020-10-18,"USA-27099","Mower","Minnesota",5,8.86,22.11,1,0.71,1.78
2020-10-18,"USA-27097","Morrison","Minnesota",15,20.43,61.19,0,0.33,1
2020-10-18,"USA-27095","Mille Lacs","Minnesota",4,14.43,54.91,0,0.5,1.9
2020-10-18,"USA-27093","Meeker","Minnesota",4,5.14,22.15,0,0,0
2020-10-18,"USA-27085","McLeod","Minnesota",9,4.43,12.34,0,0,0
2020-10-18,"USA-27091","Martin","Minnesota",5,5.43,27.58,0,0.36,1.85
2020-10-18,"USA-27089","Marshall","Minnesota",4,2.29,24.48,0,0,0
2020-10-18,"USA-27087","Mahnomen","Minnesota",3,3,54.28,0,0,0
2020-10-18,"USA-27083","Lyon","Minnesota",5,10.86,42.62,0,0.15,0.6
2020-10-18,"USA-27081","Lincoln","Minnesota",3,2.43,43.07,0,0,0
2020-10-18,"USA-27079","Le Sueur","Minnesota",0,7.86,27.2,0,0,0
2020-10-18,"USA-27077","Lake of the Woods","Minnesota",0,0.63,16.71,0,0,0
2020-10-18,"USA-27075","Lake","Minnesota",2,2.14,20.14,0,0,0
2020-10-18,"USA-27073","Lac qui Parle","Minnesota",1,2.57,38.83,0,0,0
2020-10-18,"USA-27071","Koochiching","Minnesota",1,2.29,18.69,0,0,0
2020-10-18,"USA-27069","Kittson","Minnesota",2,1.25,29.08,0,0,0
2020-10-18,"USA-27067","Kandiyohi","Minnesota",29,30.43,70.44,0,0,0
2020-10-18,"USA-27065","Kanabec","Minnesota",7,4.14,25.36,0,0.14,0.87
2020-10-18,"USA-27063","Jackson","Minnesota",3,2.86,29.02,0,0,0
2020-10-18,"USA-27061","Itasca","Minnesota",15,16.86,37.35,0,0.14,0.32
2020-10-18,"USA-27059","Isanti","Minnesota",6,11.43,28.15,0,0.29,0.7
2020-10-18,"USA-27057","Hubbard","Minnesota",15,13,60.49,0,0.14,0.66
2020-10-18,"USA-27055","Houston","Minnesota",3,2.43,13.06,0,0,0
2020-10-18,"USA-27053","Hennepin","Minnesota",301,261.71,20.68,3,1.71,0.14
2020-10-18,"USA-27051","Grant","Minnesota",2,1.86,31.1,0,0,0
2020-10-18,"USA-27049","Goodhue","Minnesota",6,6,12.95,0,0,0
2020-10-18,"USA-27047","Freeborn","Minnesota",6,6.14,20.29,0,0,0
2020-10-18,"USA-27045","Fillmore","Minnesota",3,4.71,22.38,0,0,0
2020-10-18,"USA-27043","Faribault","Minnesota",3,4.43,32.44,0,0,0
2020-10-18,"USA-27041","Douglas","Minnesota",23,11,28.84,0,0,0
2020-10-18,"USA-27039","Dodge","Minnesota",7,4.29,20.47,0,0,0
2020-10-18,"USA-27037","Dakota","Minnesota",116,93.29,21.74,0,0.3,0.07
2020-10-18,"USA-27035","Crow Wing","Minnesota",34,19.57,30.08,0,0.43,0.66
2020-10-18,"USA-27033","Cottonwood","Minnesota",2,2.25,20.1,0,0,0
2020-10-18,"USA-27031","Cook","Minnesota",2,0.71,13.07,0,0,0
2020-10-18,"USA-27029","Clearwater","Minnesota",3,3.43,38.88,0,0,0
2020-10-18,"USA-27027","Clay","Minnesota",42,38.71,60.28,0,0.14,0.22
2020-10-18,"USA-27025","Chisago","Minnesota",20,21.29,37.62,0,0,0
2020-10-18,"USA-27023","Chippewa","Minnesota",9,9,76.27,0,0.14,1.21
2020-10-18,"USA-27021","Cass","Minnesota",11,7.14,23.99,0,0.14,0.48
2020-10-18,"USA-27019","Carver","Minnesota",22,14.14,13.46,0,0,0
2020-10-18,"USA-27017","Carlton","Minnesota",1,5,13.94,0,0,0
2020-10-18,"USA-27015","Brown","Minnesota",0,4.29,17.14,0,0,0
2020-10-18,"USA-27013","Blue Earth","Minnesota",10,11.86,17.53,0,0,0
2020-10-18,"USA-27011","Big Stone","Minnesota",2,2.71,54.38,0,0,0
2020-10-18,"USA-27009","Benton","Minnesota",11,19.29,47.17,1,0.14,0.35
2020-10-18,"USA-27007","Beltrami","Minnesota",17,16.71,35.42,0,0.18,0.39
2020-10-18,"USA-27005","Becker","Minnesota",11,15.43,44.82,0,0.14,0.42
2020-10-18,"USA-27003","Anoka","Minnesota",129,96.86,27.14,1,0.71,0.2
2020-10-18,"USA-27001","Aitkin","Minnesota",5,4.86,30.57,0,0,0
2020-10-19,"USA-27999","Unknown","Minnesota",45,24,0,0,0.88,0
2020-10-19,"USA-27173","Yellow Medicine","Minnesota",0,3,30.9,0,0.22,2.29
2020-10-19,"USA-27171","Wright","Minnesota",29,30.43,21.99,0,0.44,0.32
2020-10-19,"USA-27169","Winona","Minnesota",22,14.25,28.23,0,0,0
2020-10-19,"USA-27167","Wilkin","Minnesota",2,3.14,50.63,0,0.14,2.3
2020-10-19,"USA-27165","Watonwan","Minnesota",4,1.7,15.6,0,0,0
2020-10-19,"USA-27163","Washington","Minnesota",87,85.57,32.61,0,0.63,0.24
2020-10-19,"USA-27161","Waseca","Minnesota",4,5,26.86,0,0,0
2020-10-19,"USA-27159","Wadena","Minnesota",9,8.86,64.74,0,0,0
2020-10-19,"USA-27157","Wabasha","Minnesota",3,7.14,33.03,0,0,0
2020-10-19,"USA-27155","Traverse","Minnesota",4,1.29,39.45,0,0,0
2020-10-19,"USA-27153","Todd","Minnesota",31,18,72.98,0,0,0
2020-10-19,"USA-27151","Swift","Minnesota",1,2.71,29.29,0,0,0
2020-10-19,"USA-27149","Stevens","Minnesota",5,2.75,28.05,0,0,0
2020-10-19,"USA-27147","Steele","Minnesota",5,9.14,24.95,0,0,0
2020-10-19,"USA-27145","Stearns","Minnesota",115,92.14,57.2,1,0.75,0.47
2020-10-19,"USA-27137","St. Louis","Minnesota",62,60.14,30.21,0,1,0.5
2020-10-19,"USA-27143","Sibley","Minnesota",3,2,13.45,0,0,0
2020-10-19,"USA-27141","Sherburne","Minnesota",30,28.14,28.94,0,0.56,0.57
2020-10-19,"USA-27139","Scott","Minnesota",29,34.14,22.91,0,0,0
2020-10-19,"USA-27135","Roseau","Minnesota",4,5,32.97,0,0,0
2020-10-19,"USA-27133","Rock","Minnesota",11,7.43,79.75,0,0,0
2020-10-19,"USA-27131","Rice","Minnesota",16,12.29,18.34,0,0.14,0.21
2020-10-19,"USA-27129","Renville","Minnesota",4,3,20.62,0,0.22,1.53
